Reservoir,Nb,U/Pb,La,Rb,Ba,Th/U,Location
EM2,44,0.706666667,32,20,253,3.773584906,
EM2,13.1,1.324324324,29.5,46.1,72.7,2.367346939,
EM2,50,0.233333333,39,31,359,4.142857143,
EM2,62,1.4,45,40,387,5.214285714,
EM2,81.5,0.512953368,43.7,40.3,277,3.898989899,
EM2,15.8,0.940298507,40.84,19.3,125,0.650793651,
HIMU,82,0.432762836,69.8,31,455,3.88700565,Ant
HIMU,79,0.454148472,67.5,31,447,3.288461538,Ant
HIMU,69,0.401766004,57.1,36,452,3.56043956,Ant
HIMU,60,0.491856678,47.5,24,383,3.026490066,Ant
HIMU,64,0.479495268,51.1,30,406,3.578947368,Ant
HIMU,52,0.496551724,42,24,362,3.048611111,Ant
HIMU,51,0.443262411,38.5,13,332,3.104,Ant
HIMU,54,0.35546875,35.1,14,275,4.56043956,Ant
HIMU,83,0.481927711,69.6,35,539,3.45,Ant
HIMU,80,0.355769231,66.5,35,562,4.437837838,Ant
HIMU,,0.178947368,19.04,26.3,221.5,2.455882353,
HIMU,10.4,0.382352941,5.85,6.87,34.4,6.181818182,
HIMU,62.6,0.421487603,47.3,34.3,266,4.735294118,
HIMU,4.88,0.406692407,3.52,28.2,47.5,1.310126582,
HIMU,73.5,0.675675676,77.6,20.2,782,3.973333333,
HIMU,2.79,0.388489209,1.4,3.15,18.17,3.888888889,
HIMU,43.3,0.58452381,31,15.2,205,3.594704684,
HIMU,47,0.589473684,33.5,16.9,216,3.473214286,
HIMU,35,0.615602837,25.8,12.1,160,3.456221198,
HIMU,15.7,0.549100968,12.4,2.03,71.7,3.400503778,
HIMU,20,0.505699482,15.8,8.217,89.9,3.504098361,
HIMU,58.1,0.630769231,47.2,20.3,291,3.699186992,
HIMU,39.7,0.5,26,8.718,168,3.475609756,
HIMU,,0.321428571,24.4,5,169,3.527777778,
HIMU,38,0.406542056,28.2,8.94,162,3.620689655,
HIMU,65,,58,20,270,,
HIMU,,0.472222222,50.6,19,290,3.985294118,
HIMU,19,,15.6,4.5,85,,
HIMU,45,0.562275449,31.9,15.2,217,3.759318424,
HIMU,,0.296296296,,14.8,,3.1875,
HIMU,,0.358490566,,12.6,,4.684210526,
HIMU,,0.382978723,,14.1,,2.5,
HIMU,,0.203125,,11.3,,4.538461538,
HIMU,,0.705882353,,7.63,,4.462962963,
HIMU,,0.606451613,,7.86,,4.382978723,
HIMU,,0.388888889,,2.07,,6.285714286,
HIMU,103.7,,85.8,18,402,4.638497653,
HIMU,52,0.454545455,37.4,20,350,4.295238095,
HIMU,37,,24.8,11,147,4.603174603,
HIMU,40,0.356020942,25.2,13,147,4.529411765,
HIMU,68.5,,42,21,266,4.605263158,
HIMU,63.8,,47.3,27,301,4.119402985,
HIMU,79.622,0.4304,20.74,29.18,420.8,5.284386617,100W
HIMU,47,0.122988506,33,8.4,212,3.551401869,100W
HIMU,62.4,0.593406593,47.6,32.6,483,3.787037037,
HIMU,23.52,0.078498294,16.42,20.05,416,6.260869565,
HIMU,,,14.9,20,620,,
HIMU,,,41.64,38.6,667.1,,
HIMU,,,12.38,17.9,324.6,,
HIMU,23.6,0.624113475,18.6,16.5,92.5,1.636363636,
HIMU,55.8,0.476439791,36.3,16.4,330,3.175824176,
HIMU,69.4,0.253358925,46.8,25.7,367,2.856060606,
HIMU,28.5,1.017429194,18.28,33.7,745,3.068522484,
HIMU,29.07,1.422169811,10.06,38.8,843,3.054726368,
HIMU,,,,,,,
HIMU,63.4,2.031914894,41.6,27,325,0.319371728,
HIMU,63.6,0.656779661,49.1,26,368,2.916129032,
HIMU,35.6,1.700680272,27.07,20,244,0.348,
HIMU,66,1.790909091,50.19,33,411,0.360406091,
HIMU,55,2.011363636,37.45,24,294,0.34180791,
HIMU,,,,24,,,
HIMU,52.9,1.718562874,45.31,28,428,0.317073171,
HIMU,55.5,2.189873418,37.35,25,316,0.349710983,
HIMU,51.3,1.562189055,43.98,29,525,0.302547771,
HIMU,52,1.65625,34.87,29,393,0.293800539,
HIMU,76,,,,396,,
HIMU,51,,,,241,,
HIMU,84,,,,56,,
HIMU,61.019,0.275200829,41.171,27.931,450,4.034839925,
HIMU,71.4,0.428571429,36.7,25.3,424,4.010752688,
HIMU,66.2,0.413580247,60.5,37.4,397,3.962686567,
HIMU,62.9,0.330033003,44.7,36,396,4.25,
HIMU,78.2,0.407258065,51.5,36.2,432,4.217821782,
HIMU,70.278,0.38320356,59.45,34.205,486,4.106676343,
HIMU,78.773,0.328477786,54.135,36.559,544,3.952697709,
HIMU,74.305,0.479725311,63.547,33.254,472,4.066121336,
HIMU,78.975,0.315764023,56.254,7.224,550,5.150842266,
HIMU,54,,,20,315,,
HIMU,95,,,34,662,,
HIMU,72,,,29,393,,
HIMU,,,,28.8,,,
HIMU,102,0.644578313,70.5,48.7,561,3.395638629,
HIMU,33.1,0.460946746,26.9,13.1,211,3.543003851,
HIMU,86,,,34,464,,
HIMU,58,,,32,316,,
HIMU,39,,,19,205,,
HIMU,95,,,49,512,,
HIMU,35.8,0.617605634,27.6,16.2,225,3.340935006,
HIMU,35,0.678787879,24.3,13.1,196,3.604910714,
HIMU,31.3,0.724137931,24,12.9,176,3.047619048,
HIMU,97,,,50,532,,
HIMU,101,,,53,512,,
HIMU,39.1,0.64751773,29.6,15.6,220,3.526834611,
HIMU,90,,,42,484,,
HIMU,71,,,30,429,,
HIMU,59,,,22,322,,
HIMU,71,,,30,432,,
HIMU,39,,,15,211,,
HIMU,42.7,0.564739884,32.4,15.9,261,3.848515865,
HIMU,86,,,38,431,,
HIMU,47,,,18,245,,
HIMU,50,,,20,261,,
HIMU,26.4,0.762195122,20.5,8.44,143,3.632,
HIMU,41.9,0.518032787,31.8,14.5,254,3.776371308,
HIMU,55.8,0.487068966,41.8,21.3,321,4.451327434,
HIMU,60,,,24,325,,
HIMU,58,,,24,327,,
HIMU,63,,,25,314,,
HIMU,54.3,0.453424658,41,20.5,317,4.75327291,
HIMU,68,,,28,378,,
HIMU,85,,,34,479,,
HIMU,99,,,49,500,,
HIMU,78,,,29,411,,
HIMU,53,,,23,275,,
HIMU,100,,,45,551,,
HIMU,64,0.552301255,47.4,23.7,512,3.946969697,
HIMU,37.3,0.556551724,28.5,12.8,222,3.903345725,
HIMU,52,,,15,291,,
HIMU,99,,,49,527,,
HIMU,76.9,0.411764706,63.8,35.1,432,5.452380952,
HIMU,79,,,31,409,,
HIMU,63,,,48,339,,
HIMU,30.6,0.655752212,24.3,11.4,192,3.657219973,
HIMU,69.9,0.599190283,51.5,28.8,413,3.655405405,
HIMU,71,,,32,414,,
HIMU,,,38,,,,
HIMU,71.06574071,0.462426401,48.38775622,24.41044361,329.3375342,3.547437914,
HIMU,26.91882957,0.553588332,19.40665267,10.76388535,122.4993021,3.431585946,
HIMU,42.20256069,0.566468756,29.04537653,15.38674099,192.2218319,3.431718806,
HIMU,43.8245616,0.523651954,30.21312467,16.28838529,200.1497632,3.496911389,
HIMU,130,0.529535865,81.6,54.8,584,,
HIMU,73.2,0.512367491,49.7,27.2,369,,
HIMU,,0.525892857,,16.8,,,
HIMU,,,,,,2.428571429,
HIMU,,,,,,2.245098039,
HIMU,,,42.6,,,,
HIMU,,,26.5,,,,
HIMU,73.2,,,,,,
HIMU,61.6,,,,,,
HIMU,130,,,,,,
HIMU,,0.698333333,49.98,,,,
HIMU,,0.468823529,28.47,,,,
HIMU,,0.422258065,,,,,
HIMU,,0.48,,,,,
HIMU,,0.557142857,25.55,,,,
HIMU,,0.528484848,58.3,,,,
HIMU,,0.383684211,31.01,,,,
HIMU,,,,18.8,,,
HIMU,,,,27.7,,,
HIMU,,,,32.9,,,
HIMU,,,,7.3,,,
HIMU,,,,24.9,,,
HIMU,,,,27.1,,,
HIMU,55,,38.7,19,335,3.836206897,
HIMU,66,,42.6,24,413,9.586956522,
HIMU,71,,49.5,28,413,7.012048193,
HIMU,55,,36.7,20,335,7.178571429,
HIMU,,,30,,,,
HIMU,44.5,0.510869565,30.1,17.4,237,3.414893617,
HIMU,56.9,0.47983871,40.8,22.3,326,3.571428571,
HIMU,,,,7.5,,,
HIMU,29.24050223,0.261445619,40.67707717,1.558810702,126.8915453,7.787355284,
HIMU,50.73516963,0.527728672,55.57181137,15.01514428,574.3183583,3.396445166,
HIMU,67.14038022,0.522234072,48.00665152,31.0783123,395.3913181,3.514063205,
HIMU,65.6,0.583333333,46.8,24.9,363,2.98757764,
HIMU,66.3,0.45862069,44.4,24.1,359,3.428571429,
HIMU,57.9,0.470119522,40.1,18.8,313,3.694915254,
HIMU,46.7,0.478672986,32.2,19,273,3.415841584,
HIMU,38.3,0.463855422,27.2,11.7,206,3.844155844,
HIMU,24.9,0.525252525,17.7,9.81,130,3.5,
HIMU,39.6,0.539473684,27.4,15.6,208,3.43902439,
HIMU,37,0.543478261,24.6,13.9,183,3.32,
HIMU,,,,45.5,,,
HIMU,,,,37.6,,,
HIMU,,,,42.2,,,
HIMU,,,,42.9,,,
HIMU,,,,26.6,,,
HIMU,,,,46.1,,,
HIMU,,,,37.1,,,
HIMU,,,,42.5,,,
HIMU,,,,36.9,,,
HIMU,,,,41.7,,,
HIMU,,,70,,,,
HIMU,69.5,0.444785276,47.1,28.1,375,3.551724138,
HIMU,88.7,0.515075377,70.9,35.8,464,3.551219512,
HIMU,42,,25.6,16,211,,
HIMU,51,,32.7,18,276,3.247787611,
HIMU,42,,26.6,11,201,3.658227848,
HIMU,125,,,46,552,,
HIMU,54,,,1,268,,
HIMU,112,,80.5,42,492,,
HIMU,122,,80.6,44,611,,
HIMU,86,,,26,501,,
HIMU,68,,50.2,24,373,,
HIMU,47,,29.5,12,225,3.378947368,
HIMU,66,,41.6,21,327,2.577142857,
HIMU,81,,50.2,27,367,,
HIMU,88,,60.8,30,430,,
HIMU,76,,,22,377,,
HIMU,48,,33.8,15,247,,
HIMU,68,,41.3,18,307,,
HIMU,88,,,31,407,,
HIMU,54,,37.5,19,271,,
HIMU,42,,28,14,430,3.653846154,
HIMU,52,,39,12,427,3.147826087,
HIMU,100,,,30,963,,
HIMU,,,31.7,16.1,275,,
HIMU,,,,11.8,,,
HIMU,,,,9,,,
HIMU,,,28.6,,,,
HIMU,38.5,,,,,,
HIMU,,,,22.2,,,
HIMU,,0.509708738,,,,,
HIMU,23.2,0.203703704,21.3,5.39,206,3.409090909,
HIMU,,,,26.3,,,
HIMU,,0.449838188,,,,,
HIMU,,,,9,,,
HIMU,29,,20.3,10,138,,
HIMU,52,,31.7,17,259,,
HIMU,44,,28.2,14,217,3.082474227,
HIMU,52,,,16,243,,
HIMU,86,,52.1,32,408,,
HIMU,75,,48.3,22,362,3.064705882,
HIMU,39,,26.1,13,182,2.85,
HIMU,70,,47.6,200,334,2.695187166,
HIMU,76,,50.6,25,382,,
HIMU,84,,52.9,30,393,2.662100457,
HIMU,60,,,41,343,,
HIMU,46,,,13,222,,
HIMU,97,,59.7,36,459,,
HIMU,85,,,26,435,,
HIMU,66,,50.1,18,544,,
HIMU,73,,40.7,22,345,,
HIMU,99,,60.5,37,452,,
HIMU,141,,83.4,59,578,,
HIMU,,,,23.6,,,
HIMU,,,,21.4,,,
HIMU,,,,26.2,,,
HIMU,,,,28.1,,,
HIMU,,,,33,,,
HIMU,,,,36.9,,,
HIMU,,,,7.1,,,
HIMU,,,,26.6,,,
HIMU,,,,21.6,,,
HIMU,43,,,16,233,,
HIMU,64,,,26,343,,
HIMU,93,,,50,667,,
HIMU,78,,,35,497,,
HIMU,106,,,63,666,,
HIMU,25.4,0.671641791,20.1,10.3,147,3.444444444,
HIMU,68,,,27,371,,
HIMU,100,,,46,538,,
HIMU,44.9,0.573033708,33.6,18,258,3.529411765,
HIMU,72,,,31,398,,
HIMU,54,,,25,331,,
HIMU,97,,,47,523,,
HIMU,62.9,0.619607843,49.8,28.2,376,3.607594937,
HIMU,58,0.555045872,43.7,22.7,344,4.099173554,
HIMU,55.3,0.573333333,41.9,18.9,318,3.651162791,
HIMU,97,,,41,577,,
HIMU,81,,,34,421,,
HIMU,37.9,0.689130435,28.8,15.8,217,3.501577287,
HIMU,85.7,0.62568306,89,40.4,524,3.585152838,
HIMU,83,,,34,464,,
HIMU,50,,,17,276,,
HIMU,116,0.637426901,96.2,70.3,815,3.73088685,
HIMU,112,0.613899614,94.8,64.9,778,3.836477987,
HIMU,122,1.27238806,95.5,37.4,613,2.53372434,
HIMU,56.9,1.111111111,39.5,44.2,489,2.071428571,
HIMU,48.1,0.67032967,43.4,17,362,3.37704918,
HIMU,120.5,0.615686275,80.7,31.3,841,4.631483167,
HIMU,209.6,0.08718232,60.9,38.8,1978,26.89480355,
HIMU,131.5,0.409747292,96.3,19.3,446,5.383259912,
HIMU,85.3,0.448657718,98.6,25,2103,4.315632012,
HIMU,64.2,0.736453202,53.4,22.9,482,3.337792642,
HIMU,70.6,0.633802817,49.6,53.2,489,3.792592593,
HIMU,70.8,0.621513944,49.7,36.1,469,3.602564103,
HIMU,120,0.510708402,76.6,81.4,827,3.709677419,
HIMU,51.9,0.566081871,38.2,22.3,405,3.811983471,
HIMU,80.5,0.612903226,66.4,30,578,3.394736842,
HIMU,128.2,0.545008183,81.9,92.7,1025,3.567567568,
HIMU,31.6,0.5,26.9,25,267,3.662162162,
HIMU,42,1.314285714,30,22,362,3.739130435,
HIMU,79,0.859375,54,26,511,2.863636364,
HIMU,99,0.731884058,73,18,601,3.54950495,
HIMU,78.5,0.542662116,60.6,49.2,592,3.811320755,
HIMU,79.4,0.573943662,60.6,44.7,587,3.717791411,
HIMU,62,65,56,29,528,3.056410256,
HIMU,72,0.555084746,47,24,452,3.86259542,
HIMU,105.8,0.580375783,72,59,664,3.446043165,
HIMU,67.3,0.833333333,51.6,40.5,605,3.657142857,
HIMU,71.2,0.574380165,52.6,30.3,510,4.136690647,
HIMU,107,0.579918033,77.8,59.6,803,3.886925795,
HIMU,61.4,0.597345133,52.9,23.3,509,3.733333333,
HIMU,62.8,0.532188841,48.6,25.8,487,4.217741935,
HIMU,79.9,0.596899225,62.8,54.4,595,3.753246753,
HIMU,79.2,0.618677043,63.6,41.3,617,3.257861635,
HIMU,41.3,0.577931034,36.1,15.4,432,3.675417661,
HIMU,43.4,0.582802548,38.4,18.4,395,3.56284153,
HIMU,75.5,0.436170213,58.3,29.8,571,5.146341463,
HIMU,42.6,0.544078947,37.3,18.6,412,3.893591294,
HIMU,61.7,0.562015504,65.9,19.8,589,3.668965517,
HIMU,50.5,0.631578947,44.4,25.1,446,3.608333333,
HIMU,47.9,0.637419355,37.4,23.7,380,3.552631579,
HIMU,103,0.556028369,60.2,86.1,641,3.392857143,
HIMU,79,0.443349754,54.3,40.1,434,2.280555556,
HIMU,60.2,0.774336283,46.4,33.6,471,2.988571429,
HIMU,59.3,0.585714286,40.6,15.8,357,3.455284553,
HIMU,52.8,0.461538462,40,36.3,403,4.425925926,
HIMU,78.6,0.520123839,61.2,42.3,773,3.446428571,
HIMU,115.1,0.721590909,86,51.3,907,3.976377953,
HIMU,57.6,0.625514403,45.6,31.6,440,3.322368421,
HIMU,88.2,0.545454545,71.6,44.1,685,3.715053763,
HIMU,28.5,0.484745763,21.3,14.1,197,3.933566434,
HIMU,72.2,0.907395498,54,64.1,373,1.977321049,
HIMU,78.5,0.624535316,60.8,31.1,577,4.648809524,
HIMU,108,,76.8,28,660,,
HIMU,59.9,0.532142857,55.5,32.7,496,3.88590604,
HIMU,61.8,0.462732919,49.1,39.5,502,3.657718121,
HIMU,51.9,0.47257384,41.9,24.9,366,3.910714286,
HIMU,43.4,0.406796117,30.4,20.6,352,3.949880668,
HIMU,78.7,0.491428571,65.5,41.5,648,3.86627907,
HIMU,73.5,0.506993007,61.8,42.4,592,4.227586207,
HIMU,64.8,0.507874016,51.6,34.8,514,4.03875969,
HIMU,57.8,0.56147541,49.5,30.4,444,4.189781022,
HIMU,45.2,0.498469388,38.6,21.3,384,4.083930399,
HIMU,38.9,0.197318008,32.1,24.3,313,3.873786408,
HIMU,71.6,0.86,70.4,17.9,453,2.093023256,
HIMU,48.9,0.534782609,42.4,24.9,374,3.634146341,
HIMU,136,0.531716418,109,65.9,870,4.245614035,
HIMU,118,0.541950113,91.7,60.2,809,4.083682008,
HIMU,89,0.534825871,69.8,48.4,657,3.702325581,
HIMU,53.7,0.473498233,48,28.6,469,3.895522388,
HIMU,71.4,0.591695502,68.3,29.9,538,3.824561404,
HIMU,73.3,0.570934256,67.9,30.8,528,3.745454545,
HIMU,50.8,0.515695067,47.7,24.4,401,3.869565217,
HIMU,68.1,0.50862069,53.5,28.7,419,3.355932203,
HIMU,49,0.407142857,35,17.9,357,4.426450742,
HIMU,44.3,0.470873786,46.8,16.2,376,3.93814433,
HIMU,62,0.518828452,56,21,362,3.903225806,
HIMU,51,0.431952663,35,17,218,3.95890411,
HIMU,97,0.544578313,87,39,512,3.694690265,
HIMU,55,0.524886878,45,22,292,3.844827586,
HIMU,274,1.684065934,190,96.5,1351,3.181076672,
HIMU,272,1.325699746,197,98.4,1376,4.107485605,
HIMU,311,1.274350649,246,54.8,1151,2.98089172,
HIMU,397,0.827288428,304,145,1368,6.200417537,
HIMU,331,1.109289617,267,103,1156,4.121510673,
HIMU,,0.045482866,24.69,,,4.164383562,
HIMU,56,0.426778243,39,31,474,3.882352941,
HIMU,93.4,0.771653543,74.3,31.2,492,3.137755102,
HIMU,46.4,0.563829787,33,14.7,260,3.198113208,
HIMU,68.4,0.52688172,48.5,30,393,3.523809524,
HIMU,68.6,0.554347826,48,26.3,389,3.392156863,
HIMU,44.1,0.489447236,32.4,19,239,3.41889117,
HIMU,67.9,0.519298246,48.6,27.1,393,3.540540541,
HIMU,10.3,0.077414075,18.8,42.8,314,7.906976744,
HIMU,10.3,0.077414075,18.8,42.8,314,7.906976744,
HIMU,164.44,0.569072165,93.45,71.22,980.24,3.663043478,64E
HIMU,182.17,0.52661597,97.73,50.76,526.17,3.664259928,64E
HIMU,319.41,0.736842105,151.39,52.09,1317.39,2.454887218,64E
HIMU,164.4,0.794392523,94.92,49.42,857.69,3.862745098,64E
HIMU,192.72,0.602339181,109.34,70,1069.43,3.822006472,64E
HIMU,298.67,0.6184379,133.32,75.47,981.96,2.209109731,64E
HIMU,282.52,0.679624665,191.57,58.26,1331.36,4.033530572,64E
HIMU,140.74,0.571776156,81.99,48.72,742.86,3.834042553,64E
HIMU,277.41,0.685560054,172.99,56.9,1383.79,3.242125984,64E
HIMU,89.84,0.547169811,67.91,38.6,624.04,3.879310345,64E
HIMU,227.32,0.695327103,124.41,75.2,1116.22,3.806451613,64E
HIMU,200.39,0.609105181,140.52,82.1,1362.43,3.878865979,64E
HIMU,252.57,0.544578313,162.07,53.99,751.28,3.924778761,64E
HIMU,2.16,0.090909091,2.34,1.41,15.67,3,
HIMU,78.9,0.451612903,64.6,35.5,599,4.785714286,
HIMU,52.8,0.316326531,29.1,41.9,296,4.268817204,
HIMU,51,1.25,43.06,31,337,3.36,
HIMU,55,1.37,41.4,23,402,2.96350365,
HIMU,55,1.36,36,24,419,2.926470588,
HIMU,55,1.27,40.4,23,371,3.196850394,
HIMU,91.1,0.322160149,80.8,36,380,4.294797688,
HIMU,88.1,0.337944664,75,30.9,450,4.210526316,
HIMU,87,0.95,63,45,479,4.105263158,Ant
HIMU,106,0.571428571,88,66,774,7.083333333,Ant
HIMU,83,0.75,64,42,627,5.416666667,Ant
HIMU,61,0.625,47,20,371,5.5,Ant
HIMU,109,0.696969697,84,42,498,4.869565217,Ant
HIMU,24,,15,7.3,134,,
HIMU,23,,13,4.5,132,,
HIMU,49,0.863636364,42.3,15,296,3.642105263,Ant
HIMU,42,1.28,30.8,18,219,3.90625,Ant
HIMU,44,0.692307692,31.1,17,250,3.222222222,Ant
HIMU,76,0.483870968,52,27,493,4.125925926,
